N,S,E,W,NS,EW,cycle,gN,gS,gE,gW,hour,weather_clear,weather_rain,weather_heavy_rain,weather_fog,weather_snow,has_event,day_of_week,is_weekend,delay_N,delay_S,delay_E,delay_W,total_delay
275.3283986450239,1681.7620392600882,434.1589026964096,157.23210621430525,1957.0904379051121,591.3910089107148,60.0,5.1857403754982965,31.67556035589143,8.177272530457502,2.9614267381527712,2,1.0,0.0,0.0,0.0,0.0,0.0,5,1.0,25.204977666159426,8.87432864902247,22.753968261831098,27.170234221781126,84.00350879879412
3305.554275464417,1480.7779021051974,743.8626710785852,3083.7562607128275,4786.332177569615,3827.6189317914127,60.0,18.41972437594456,8.251421258220017,4.145067432872936,17.183786932962484,16,1.0,0.0,0.0,0.0,0.0,0.0,3,0.0,20.06475686136675,23.65410023039985,26.374641324921384,20.243900265286015,90.33739868197401
100.0,459.5888385191637,1089.398397259461,115.01530120029868,559.5888385191637,1204.4136984597596,60.0,2.7210845219194555,12.505800749414366,29.643451169865813,3.129663558800369,23,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,27.37510805261582,19.311365698911743,9.029334445463501,26.99695412431035,82.71276232130141
3799.45713254516,3228.131594205464,3261.0885166748317,2065.0590937017505,7027.588726750624,5326.147610376582,180.0,51.6692910426824,43.89976384688107,44.34794914271048,28.082995967726053,18,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,inf,inf,inf,82.08898426265613,inf
3354.489400077638,1033.2013766081145,4209.834428273351,1458.8452091501758,4387.690776685753,5668.679637423526,76.24959574725865,21.431647703734875,6.6010665915255275,26.89639989791602,9.320481554082226,10,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,26.699059185225487,32.62000029755867,inf,30.90491629370562,inf
261.7538363566206,599.4956208433052,511.14336925537236,374.70722375909276,861.2494571999258,885.8505930144652,60.0,7.1914508522714575,16.47060212547501,14.043203605453014,10.294743416800516,2,0.0,0.0,0.0,1.0,0.0,0.0,5,1.0,28.191773621503554,20.08545496093849,22.027027242738846,25.265053984317195,95.56930980949808
318.63923594883903,1174.2924502197689,3161.127701633077,848.8801083749988,1492.931686168608,4010.0078100080755,60.0,2.7793660708373533,10.24289611937597,27.573286928524126,7.404450881262551,19,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,27.397352383084364,21.848106648832328,14.691503998662588,23.74339395724331,87.68035698782259
2864.9013937627524,2847.1824369485266,2807.204999699296,442.9588882122776,5712.083830711279,3250.1638879115735,60.90751892730967,15.633937326813577,15.537243925451415,15.31908467229115,2.417253002753524,12,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,21.14629072076431,21.16968305588182,21.224141408102568,28.222310537261947,91.76242572201065
2884.439306127638,430.3000835090026,311.59433257090996,2071.3561472707283,3314.73938963664,2382.9504798416383,60.0,24.299863605388612,3.6250488323477996,2.6250161567276047,17.450071405535986,6,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,15.723422082348108,26.677128759987706,27.536694388276967,18.119780245754495,88.05702547636729
481.19758274918007,1986.1065847013474,1496.0749773211721,1203.113333229825,2467.3041674505275,2699.188310550997,60.0,4.4706314913469285,18.45219294745609,13.899487750574265,11.177687810622718,11,0.0,0.0,1.0,0.0,0.0,0.0,3,0.0,33.89698504145894,24.848458662522,26.783435200210725,28.400845122164043,113.9297240263557
1049.1234031498705,3541.9940379913323,920.8373189712255,6266.085849090206,4591.117441141203,7186.923168061431,180.0,14.964520634396967,50.52241014669321,13.134669400468217,89.37839981844161,17,0.0,1.0,0.0,0.0,0.0,0.0,5,1.0,89.68147468255735,inf,91.0384745708513,inf,inf
1110.171972399205,633.0934602608718,372.3762938954809,500.54913516717573,1743.2654326600768,872.9254290626566,60.0,20.368641850569,11.615546303266022,6.832094083232601,9.18371776293238,2,0.0,0.0,1.0,0.0,0.0,0.0,3,0.0,19.909424478273156,26.619834331104563,31.133133450991753,28.826720727060657,106.48911298743013
100.0,621.1661201214894,481.22182122375574,475.31547028376144,721.1661201214894,956.5372915075172,60.0,2.8610539662307324,17.771897916617426,13.768016002490025,13.599032114661812,5,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,35.43257670611971,20.747444403962717,24.15379973262945,24.305118862074757,104.63893970478662
508.03142779151773,538.4992149586634,1313.150215999388,1690.477741314848,1046.5306427501812,3003.6279573142356,60.0,6.020877437640345,6.381962997104543,15.562652377852096,20.034507187403015,12,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,28.380791239763326,28.059143212529438,21.207452361819115,18.63151661256815,96.27890342668003
2064.648984747363,2533.0646488465827,473.37509111206145,2864.053380968574,4597.713633593946,3337.4284720806354,60.0,12.48914637546349,15.322611936298728,2.8634653382111437,17.32477635002664,12,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0,21.36086393278331,20.277932424313455,27.376684676805016,19.703007406210638,88.71848844011242
468.52226410091674,100.0,1110.5740936444101,288.23252342632867,568.5222641009168,1398.8066170707389,60.0,11.431270537466258,2.439856419502838,27.096413317118596,7.032459725912301,3,1.0,0.0,0.0,0.0,0.0,0.0,4,0.0,20.157512715412718,27.640977268384386,10.482498723548753,23.601158933886758,81.88214764123262
1892.4213193325356,286.61566235739485,1933.1811818003466,958.8438249551616,2179.0369816899306,2892.025006755508,60.0,17.912662778513585,2.712952794602379,18.29847415351015,9.075910273373886,13,0.0,1.0,0.0,0.0,0.0,0.0,4,0.0,20.76570754043479,31.582884120954546,20.58688596187027,26.073893905346694,99.0093715286063
1762.7731643121183,1260.701161608448,1684.6532056149008,1606.323165922276,3023.474325920566,3290.976371537177,70.5709312517982,16.350949713014334,11.69388195482457,15.626332648209287,14.89976693575001,12,0.0,0.0,0.0,0.0,1.0,0.0,4,0.0,37.84401380978176,40.44924981058206,38.163422076994394,38.51643420595443,154.97311990331264
328.6200730937496,1305.8962133996372,5002.463072976011,296.9737678207452,1634.5162864933868,5299.436840796756,100.75304806901347,4.206263383717256,16.71517924527656,64.03040768070753,3.8011977593121324,6,0.0,0.0,1.0,0.0,0.0,1.0,6,1.0,60.4932486543646,50.255591092932455,inf,60.9354589517008,inf
103.99543110498817,563.9620838159615,746.3359130377847,1216.8790884387167,667.9575149209496,1963.2150014765016,60.0,1.8971696693890974,10.288257366046867,13.61526984739995,22.199303117164085,4,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,32.38730773956387,24.45005254757663,21.817876114252627,16.036186900540045,94.69142330193317
643.7327828596926,1330.523741659683,919.1970325079825,1517.9246305251602,1974.2565245193757,2437.121663033143,64.04312864195809,7.594422106892602,15.696822014435355,10.84420500266835,17.907679517961782,20,0.0,0.0,0.0,0.0,1.0,0.0,3,0.0,39.048541911974546,33.77402866190273,36.439439464926636,33.09030564814818,142.3523156869521
